         1870596 function calls (1843851 primitive calls) in 34.555 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 ImageTk.py:131(__del__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2570(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
       14    0.000    0.000    0.000    0.000 Image.py:555(width)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1215(_process)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:991(_LuatexKpsewhich)
        8    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:78(GifImageFile)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        5    0.000    0.000    0.000    0.000 core.py:5969(token_map)
        1    0.000    0.000    0.000    0.000 ImageMath.py:27(_Operand)
        1    0.000    0.000    0.000    0.000 __init__.py:2547(Grid)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       47    0.000    0.000    0.000    0.000 core.py:4222(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:93(__compat__)
        1    0.000    0.000    0.000    0.000 cm.py:301(ScalarMappable)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(time)
        1    0.000    0.000    0.000    0.000 widgets.py:3123(RectangleSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        7    0.000    0.000    0.000    0.000 offsetbox.py:52(<lambda>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       30    0.000    0.000    0.000    0.000 transforms.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'cv2.VideoCapture' objects}
       53    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:582(validate_sketch)
        3    0.000    0.000    0.000    0.000 deprecation.py:443(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:604(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       14    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
       33    0.000    0.000    0.000    0.000 axis.py:526(locator)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        2    0.000    0.000    0.000    0.000 core.py:3490(_generateDefaultName)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
       34    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
        1    0.000    0.000    0.000    0.000 core.py:5016(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 rcsetup.py:142(_validate_date)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
       12    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
       14    0.000    0.000    0.000    0.000 Image.py:559(height)
        1    0.000    0.000    0.000    0.000 art3d.py:852(Poly3DCollection)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
       12    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
       24    0.000    0.000    0.000    0.000 typing.py:2076(<genexpr>)
       34    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        3    0.000    0.000    0.000    0.000 container.py:16(__new__)
        8    0.000    0.000    0.000    0.000 backend_tools.py:52(_register_tool_class)
       36    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:439(backend_mod)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
       26    0.000    0.000    0.000    0.000 enum.py:444(<genexpr>)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
       30    0.000    0.000    0.000    0.000 transforms.py:142(<dictcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:516(_ThetaShift)
        6    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
       21    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
       14    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
       27    0.000    0.000    0.000    0.000 cbook.py:1686(<lambda>)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        9    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:262(x1)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        4    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:747(YAxis)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:209(<dictcomp>)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 __init__.py:1569(nametowidget)
        3    0.000    0.000    0.000    0.000 traceback.py:386(extended_frame_gen)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 patches.py:3985(set_mutation_scale)
        5    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        3    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:857(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 transforms.py:1894(Affine2D)
        1    0.000    0.000    0.000    0.000 ticker.py:1327(EngFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:3355(Menu)
        1    0.000    0.000    0.000    0.000 core.py:2701(Word)
        1    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        2    0.000    0.000    0.000    0.000 deprecation.py:242(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        1    0.000    0.000    0.000    0.000 font.py:26(Font)
       27    0.000    0.000    0.000    0.000 axis.py:537(formatter)
       60    0.000    0.000    0.000    0.000 enum.py:1238(__deepcopy__)
       38    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       41    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
       37    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:966(x1)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        4    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:2960(<genexpr>)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 colors.py:1554(CenteredNorm)
       26    0.000    0.000    0.000    0.000 {built-in method math.floor}
       31    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        5    0.000    0.000    0.000    0.000 typing.py:2261(runtime_checkable)
        1    0.000    0.000    0.000    0.000 core.py:2447(Keyword)
        1    0.000    0.000    0.000    0.000 axis3d.py:739(XAxis)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        8    0.000    0.000    0.000    0.000 enum.py:806(__members__)
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 core.py:3432(White)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:76(destroy_all)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 widgets.py:3726(PolygonSelector)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        8    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       15    0.000    0.000    0.000    0.000 backend_agg.py:245(get_canvas_width_height)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2101(IPv6Interface)
       24    0.000    0.000    0.000    0.000 patches.py:2337(<genexpr>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:786(keys)
       15    0.000    0.000    0.000    0.000 text.py:901(get_position)
        1    0.000    0.000    0.000    0.000 ElementTree.py:126(Element)
        8    0.000    0.000    0.000    0.000 core.py:4924(stopOn)
        4    0.000    0.000    0.000    0.000 core.py:5046(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1520(EventCollection)
        6    0.000    0.000    0.000    0.000 Image.py:3642(register_save)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 {method 'isOpened' of 'cv2.VideoCapture' objects}
        1    0.000    0.000    0.000    0.000 spines.py:548(from_dict)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 pathlib.py:787(parents)
        1    0.000    0.000    0.000    0.000 cbook.py:2227(_setup_new_guiapp)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1788(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:29(ImagePalette)
        2    0.000    0.000    0.000    0.000 ticker.py:520(set_useLocale)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:768(_get_backend_or_none)
       29    0.000    0.000    0.000    0.000 __init__.py:4100(__str__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:41(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:597(NavigationToolbar2Tk)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       21    0.000    0.000    0.000    0.000 core.py:3743(recurse)
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
       13    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:589(set_window_title)
       24    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 ticker.py:1983(MaxNLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(LockableBbox)
       26    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 widgets.py:1536(RadioButtons)
